Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score
28,62,8,85,2,3,66
30,76,7,86,1,2,69
39,75,6,82,1,3,73
13,71,8,65,2,4,66
21,96,9,87,0,6,70
8,90,7,79,2,4,68
23,63,9,93,2,2,65
17,89,7,74,1,2,67
32,81,6,59,2,2,71
15,96,9,82,2,3,70
10,73,9,58,5,3,61
17,83,6,98,0,3,69
8,80,6,85,1,3,63
25,80,10,88,0,2,67
8,78,7,84,0,2,65
20,68,7,55,0,3,63
8,90,7,73,3,4,67
18,78,9,83,2,2,66
30,98,10,61,0,3,72
22,70,7,84,3,5,68
15,87,10,91,1,4,67
20,98,6,64,1,3,72
20,87,7,60,0,2,66
23,95,8,94,1,4,73
12,93,6,50,4,3,71
24,74,8,63,1,3,65
4,84,6,70,5,4,65
16,66,5,84,2,3,65
17,81,4,100,2,2,68
24,69,7,69,7,3,70
20,90,8,97,1,2,68
12,81,5,68,0,2,62
14,76,7,85,3,3,66
21,71,7,58,3,5,65
20,100,7,73,1,4,71
17,63,6,94,0,2,61
17,62,7,66,2,4,63
24,69,7,55,3,4,67
17,99,8,76,2,4,70
19,99,5,72,3,4,73
33,86,7,61,1,3,72
11,95,5,95,1,3,69
9,69,7,80,1,3,61
25,99,5,67,1,3,71
16,66,6,100,1,3,64
18,64,7,57,1,3,61
15,64,6,92,3,4,63
18,83,9,62,2,2,65
30,91,9,62,3,4,73
25,75,8,75,2,4,68
25,99,8,83,1,2,72
12,77,7,85,1,3,62
13,66,9,51,3,2,63
3,79,7,64,0,3,58
15,87,10,83,1,3,68
26,93,6,94,1,2,74
23,78,5,83,1,3,68
19,84,5,63,1,2,67
20,71,5,75,0,4,65
16,86,5,82,0,4,63
21,99,7,57,2,2,71
25,62,8,77,0,4,62
10,95,7,74,2,3,66
22,82,5,67,1,1,65
26,70,6,81,0,3,66
18,98,8,82,3,3,71
24,79,6,99,2,3,68
37,73,6,71,0,5,72
19,67,5,77,1,4,66
22,70,6,58,4,2,66
16,93,6,77,2,1,67
21,85,7,52,5,3,71
23,97,8,57,2,1,72
21,69,7,59,3,3,64
14,65,7,82,1,3,60
21,60,8,78,2,2,64
29,80,5,90,2,1,70
23,100,10,73,3,2,72
26,88,6,74,0,2,68
19,72,8,58,0,3,62
24,95,5,87,0,2,68
22,91,7,50,2,5,72
14,61,7,71,0,1,60
22,93,9,59,3,4,72
14,72,7,89,2,3,65
16,66,9,84,3,4,63
21,69,7,85,2,0,66
22,79,10,57,1,2,65
13,77,4,83,1,2,65
26,72,8,85,2,3,67
23,67,4,50,4,3,65
16,90,7,66,0,3,67
11,100,9,54,1,3,66
19,91,9,84,2,3,71
17,72,8,61,1,4,64
21,70,7,63,0,2,61
18,69,8,54,1,2,65
8,65,10,74,1,5,61
18,82,7,52,1,4,64
18,84,8,92,0,3,69
24,88,6,51,4,4,71
16,87,9,53,3,5,70
30,72,8,82,1,1,70
9,73,6,96,0,2,62
28,87,8,95,2,3,73
19,74,8,54,0,3,66
25,69,8,64,1,3,66
20,75,7,76,3,3,66
27,71,9,51,3,1,66
18,64,6,76,2,4,65
13,93,7,72,2,2,67
29,94,7,79,6,4,76
19,69,9,96,0,3,66
21,63,6,64,1,3,63
27,90,7,82,0,3,71
14,68,6,71,1,3,63
24,76,7,72,1,2,67
16,63,8,82,0,3,63
19,69,5,98,0,4,66
20,92,9,93,3,2,72
11,92,8,82,4,2,70
15,68,6,73,0,3,62
28,73,6,71,0,2,69
25,65,9,89,2,3,66
20,63,8,61,2,3,64
21,100,6,79,2,1,70
18,86,6,75,0,4,67
28,82,8,82,1,2,71
19,91,8,59,1,2,69
21,94,8,85,1,4,70
27,92,7,81,0,1,70
15,61,8,59,1,2,61
29,67,7,72,0,3,65
11,86,6,84,0,3,67
30,75,9,95,1,5,70
18,99,8,56,2,3,67
19,87,6,50,3,2,68
9,98,7,58,2,4,69
17,68,7,99,1,1,65
14,95,6,88,2,2,68
16,73,7,81,1,4,67
19,100,6,57,1,2,70
26,66,8,71,2,3,68
21,81,7,86,1,4,69
22,92,5,95,0,3,70
13,77,7,69,2,5,67
15,79,6,100,4,3,70
31,99,4,57,1,2,74
16,77,7,69,1,4,63
30,84,9,94,1,2,72
19,62,7,82,0,5,62
20,94,8,91,1,2,71
26,86,7,95,0,5,68
28,76,6,75,3,3,72
19,61,6,62,1,2,64
18,84,5,85,0,4,64
20,61,8,78,0,5,63
22,60,8,89,2,4,66
25,85,7,76,2,2,71
20,68,4,91,4,4,70
24,68,8,95,3,0,67
30,86,6,87,0,4,73
22,62,7,87,2,3,64
22,73,5,79,4,1,65
11,66,7,74,3,3,62
4,83,7,99,1,3,64
22,86,4,82,1,5,67
19,89,9,92,5,3,74
17,70,7,75,1,4,63
21,64,7,78,1,4,64
20,63,8,83,4,3,64
27,77,7,86,1,3,70
21,98,8,72,3,3,71
16,69,5,68,0,4,63
26,70,7,62,0,1,66
19,64,4,71,1,3,65
23,84,7,61,2,5,70
17,87,9,71,2,3,65
16,86,5,94,0,2,68
21,94,6,99,1,2,72
20,79,4,79,0,4,67
23,65,7,57,1,4,65
18,72,8,71,2,4,66
9,86,8,80,1,5,67
17,85,6,69,1,3,65
25,81,4,60,2,3,68
18,87,5,61,2,1,68
19,85,9,74,1,3,69
26,95,8,61,2,2,71
16,83,7,62,0,1,64
11,91,7,94,1,3,65
19,70,5,89,1,2,64
17,87,9,53,3,3,67
14,96,6,66,3,2,70
19,75,8,77,1,4,66
23,91,5,53,3,3,70
20,89,7,84,1,4,70
22,62,9,69,1,3,64
31,83,6,70,3,3,71
18,65,8,63,1,3,63
22,99,5,67,1,3,72
17,92,6,93,4,4,72
15,64,7,89,0,2,61
16,65,8,97,2,4,63
17,84,7,85,0,2,67
22,74,8,79,3,1,67
34,61,9,63,2,5,65
16,82,6,83,0,2,64
18,76,5,95,2,6,69
20,64,6,53,4,4,65
22,92,9,72,1,4,71
22,97,6,57,0,2,70
28,90,9,91,0,2,98
5,93,7,81,1,2,65
6,69,10,94,1,4,63
17,71,10,53,0,3,61
27,68,9,95,1,3,67
11,91,5,53,0,2,64
2,98,4,64,1,2,65
23,89,7,58,2,3,73
21,95,8,57,1,3,69
13,86,8,59,3,3,67
14,76,6,74,0,2,63
14,77,5,89,0,2,67
21,63,8,95,2,5,66
16,61,10,78,2,2,64
23,88,6,58,2,2,68
3,78,8,54,2,4,61
15,82,10,75,1,1,66
13,82,7,88,0,2,65
18,71,7,81,0,4,65
17,79,8,79,3,5,67
25,79,7,52,1,2,68
9,76,9,71,1,3,63
20,93,6,78,1,3,70
23,78,7,80,0,2,68
31,84,5,50,2,3,69
17,96,7,60,0,2,67
22,95,5,97,0,3,69
9,96,8,75,1,4,65
6,71,5,85,1,2,61
25,61,8,65,3,3,65
20,70,6,79,4,4,67
27,71,10,68,1,2,66
12,96,9,65,2,4,69
23,86,8,71,3,4,71
31,63,5,73,1,2,68
23,65,6,67,3,5,65
22,66,6,63,1,5,64
20,85,6,81,1,3,68
11,89,9,69,1,3,64
28,94,7,60,1,3,71
16,98,6,88,1,3,70
23,68,6,86,0,2,68
11,72,6,94,2,3,63
13,70,8,78,0,3,61
29,74,5,64,2,1,66
18,97,7,93,5,4,75
29,83,8,64,2,1,71
20,90,4,83,1,3,69
9,80,5,60,2,3,62
25,61,7,81,0,4,65
16,63,9,92,0,3,61
24,82,9,77,3,2,69
20,89,6,74,1,3,66
11,69,9,100,1,5,64
21,89,7,51,1,4,69
33,92,7,67,6,5,78
23,76,7,96,2,4,68
20,90,8,82,2,4,70
26,76,6,77,1,5,68
21,87,6,82,0,5,68
21,91,5,66,1,3,69
13,100,8,54,0,3,68
21,74,8,64,3,1,80
26,76,8,67,1,3,67
15,67,5,74,1,2,64
29,68,6,70,0,2,64
19,88,9,76,1,3,68
15,97,7,60,4,3,67
26,76,7,59,0,1,65
18,67,7,68,0,4,66
25,71,8,74,4,4,67
18,78,7,67,0,3,64
20,72,6,79,1,4,66
23,69,8,66,1,3,63
22,89,5,59,5,4,71
8,60,9,93,0,3,62
13,82,6,60,1,4,64
26,92,8,98,2,3,72
19,71,7,99,0,4,65
17,84,6,85,1,2,67
12,87,9,75,1,3,65
14,86,8,90,0,1,63
8,78,7,94,1,3,65
19,74,10,85,1,5,67
16,93,8,55,0,4,67
14,90,6,50,0,3,65
20,73,4,60,1,3,64
22,64,7,59,0,5,64
33,63,9,59,1,4,69
11,64,8,75,1,3,60
27,83,9,76,1,4,70
26,62,6,86,2,3,66
15,73,7,60,3,4,66
21,90,7,55,2,2,68
17,72,7,83,3,3,62
21,91,8,74,0,2,70
29,90,9,83,0,3,72
24,70,10,69,1,2,64
23,89,9,88,1,5,71
17,90,8,84,1,4,67
11,76,6,83,3,1,64
19,68,7,51,1,1,64
27,81,8,93,0,3,72
11,97,7,69,3,2,66
14,86,6,57,3,2,68
21,67,6,88,1,5,95
14,87,8,74,0,3,64
15,77,7,52,1,2,64
17,84,7,89,2,2,68
12,89,7,72,1,5,67
14,81,6,88,1,3,67
24,93,7,88,1,3,71
12,89,6,55,1,3,63
10,85,6,81,3,3,66
16,66,5,68,2,5,65
24,93,7,77,0,3,68
19,97,8,54,0,2,68
17,65,9,79,0,2,62
20,80,5,89,0,3,67
10,70,9,99,1,4,65
23,90,7,66,2,3,71
22,89,5,58,4,2,71
18,66,6,68,1,3,61
26,95,4,51,1,2,70
13,67,5,70,0,2,60
27,92,10,96,0,2,70
21,78,6,60,1,2,67
18,73,8,74,3,2,66
20,66,7,79,2,2,63
19,67,7,59,3,3,65
27,86,8,67,5,2,75
14,82,4,96,2,4,66
15,65,9,65,1,2,61
26,65,7,82,1,1,65
16,63,6,57,2,3,61
25,90,8,83,2,3,73
30,88,6,64,1,2,73
18,62,7,62,1,5,63
24,82,7,56,1,3,67
13,63,8,52,2,4,62
25,96,7,98,1,3,71
21,96,5,71,2,4,70
23,88,8,89,0,5,70
16,97,7,96,4,2,69
10,92,4,60,3,2,66
23,93,7,93,1,3,72
8,83,6,85,1,3,63
18,72,8,79,1,4,65
26,69,6,90,3,3,71
21,73,5,56,5,3,66
32,85,9,63,2,3,69
26,67,8,57,0,4,62
16,70,7,95,1,3,66
20,79,8,55,3,4,66
20,69,8,99,1,3,64
11,84,7,55,0,3,63
14,97,5,83,0,2,68
17,90,7,83,5,3,68
8,87,9,97,2,3,67
20,83,8,66,1,3,67
19,80,7,67,2,2,68
10,67,8,92,1,4,65
22,96,7,99,4,4,74
24,70,9,52,1,2,85
21,64,9,82,2,3,64
18,90,5,62,3,2,67
24,67,9,86,2,2,68
24,75,10,89,0,3,67
22,61,8,88,1,4,65
15,65,8,72,2,2,63
22,67,6,58,1,2,64
27,62,6,79,0,3,62
16,86,7,89,1,2,68
33,93,6,96,0,4,75
17,75,5,73,0,4,63
20,95,7,62,2,4,68
16,69,8,56,2,3,63
21,73,5,90,0,2,68
10,66,7,77,0,2,62
17,85,7,84,3,2,67
13,77,7,58,2,3,66
21,85,8,50,1,2,65
26,90,8,98,0,3,69
24,82,6,91,2,1,70
6,85,9,70,0,3,64
32,97,8,73,0,3,75
22,72,9,96,1,3,66
15,74,7,60,2,3,62
21,89,7,90,4,5,70
21,84,7,51,0,3,68
16,67,9,94,1,2,66
21,75,7,79,0,2,65
16,79,7,74,3,2,68
18,77,10,85,2,3,68
16,67,5,53,2,3,62
11,97,8,60,2,3,66
21,90,7,70,2,2,68
24,79,7,81,0,2,69
23,87,6,57,2,3,67
25,96,6,69,3,2,74
22,65,6,63,2,3,61
17,70,8,82,2,2,64
25,82,8,96,1,2,69
12,92,4,58,2,2,66
15,61,5,59,0,4,61
14,99,8,80,3,4,71
26,78,8,73,2,4,71
26,74,5,86,2,4,69
23,72,8,64,1,4,66
26,67,7,77,2,3,64
15,92,8,69,1,4,68
22,98,6,64,0,3,71
19,77,5,86,0,4,66
25,98,7,90,1,4,94
19,93,7,66,1,3,68
18,79,7,81,1,4,66
23,87,6,59,4,2,70
25,77,10,90,1,3,68
16,82,4,64,1,2,65
20,62,6,59,3,4,64
14,88,6,97,0,3,69
5,62,7,71,1,4,59
21,93,8,82,2,4,70
24,93,8,90,0,2,72
22,69,9,84,0,3,64
8,73,8,78,0,3,63
18,79,4,69,2,3,67
7,84,5,96,1,3,62
28,71,9,57,1,4,69
13,84,9,94,3,2,66
28,72,8,85,4,2,66
26,62,6,79,1,3,63
15,60,7,66,2,4,62
13,64,6,57,1,3,58
22,92,5,72,0,4,67
15,98,7,89,2,3,68
21,77,10,87,1,3,67
17,81,6,82,3,4,67
9,66,9,100,3,3,62
7,82,6,99,2,2,66
21,66,5,70,1,5,65
17,84,8,60,0,5,67
17,97,7,73,1,4,69
24,68,9,92,1,2,67
27,91,9,73,0,3,69
18,61,7,67,2,4,62
18,75,9,87,3,3,67
23,64,6,83,0,3,63
12,74,6,98,2,3,65
21,67,9,77,3,3,66
23,75,5,98,3,1,71
24,77,7,65,1,4,70
8,72,9,93,4,4,68
15,86,9,68,0,3,67
15,97,6,90,2,0,71
21,76,9,96,1,5,65
23,68,5,81,1,2,64
29,71,6,86,1,2,69
17,94,7,98,1,2,68
17,83,8,69,4,3,67
27,78,5,76,1,4,71
22,66,10,95,1,3,64
28,78,4,84,2,3,69
22,71,7,94,1,4,68
13,98,7,81,1,3,69
12,95,4,87,0,3,67
11,63,9,51,0,3,58
24,81,6,67,0,2,66
27,69,7,89,2,1,69
31,76,7,70,3,3,70
25,95,5,68,1,3,70
27,81,5,98,0,3,70
17,73,9,78,0,3,66
13,68,7,60,1,3,61
25,92,4,74,3,2,71
23,85,7,76,2,3,69
21,79,7,99,2,2,69
22,69,7,86,0,1,65
22,73,4,76,3,4,69
28,98,7,72,1,2,74
28,81,6,96,2,5,71
23,76,7,82,0,1,68
25,81,8,68,0,3,69
23,91,8,73,3,5,68
17,74,9,64,2,3,63
25,67,10,98,0,2,68
12,83,5,85,2,2,67
26,87,6,70,3,3,71
13,89,8,59,0,2,66
22,95,7,59,2,3,69
15,75,4,74,3,4,68
23,63,7,73,1,3,63
20,98,9,71,0,4,69
10,77,5,93,3,3,66
23,85,7,99,1,5,71
17,87,4,68,2,4,68
25,82,8,65,0,4,69
20,68,7,89,0,3,65
22,90,6,72,0,4,68
14,92,6,61,0,2,67
16,82,5,59,1,3,65
17,80,9,64,1,4,65
25,65,6,50,2,2,64
30,63,8,97,1,3,69
15,74,6,72,2,3,64
26,72,10,54,2,2,66
7,98,9,58,2,5,65
13,91,10,66,2,4,69
14,86,10,78,3,4,66
12,81,6,85,0,2,64
10,67,6,65,1,4,61
22,99,10,98,1,1,72
19,75,7,88,1,3,67
22,64,8,91,0,4,63
24,80,6,66,1,3,69
22,95,6,69,3,2,70
24,95,8,77,1,3,71
20,60,4,73,0,1,60
13,95,8,63,3,2,70
26,71,8,100,1,4,69
16,62,6,92,0,4,63
14,94,7,62,2,1,69
19,95,7,95,0,2,71
15,84,7,79,1,4,68
17,83,8,51,0,4,64
22,93,6,67,0,3,68
22,91,10,51,2,3,69
15,96,7,54,0,3,65
17,82,7,59,3,4,68
26,99,10,74,1,2,74
23,100,4,69,0,4,72
32,65,10,57,1,2,67
27,94,7,70,1,2,73
27,80,6,65,1,4,68
12,76,5,71,0,4,61
25,85,5,59,3,4,70
20,62,6,80,1,3,62
17,80,7,52,2,3,67
21,95,8,69,0,3,69
26,69,7,95,0,3,93
23,77,6,71,3,4,68
15,98,9,72,1,2,69
24,77,10,53,2,4,68
16,74,9,80,0,5,64
21,78,6,97,0,2,69
18,81,8,65,2,4,66
19,85,8,70,4,3,68
25,92,9,79,3,4,72
14,78,6,55,2,2,63
32,93,6,98,0,4,73
9,81,9,73,1,1,65
16,74,8,56,1,2,65
22,86,5,67,0,2,68
24,89,8,69,3,2,70
19,82,10,67,0,2,65
20,62,6,85,2,3,66
22,67,6,67,1,1,66
19,71,7,66,2,3,65
28,71,8,66,2,3,69
25,87,7,89,1,4,69
25,61,9,65,2,4,64
14,90,7,51,1,4,66
20,71,9,68,1,3,63
18,72,6,64,4,3,68
14,81,5,95,2,3,68
22,69,6,74,1,3,65
17,95,5,62,1,3,69
24,63,8,99,2,1,66
14,78,4,62,1,4,63
30,94,6,88,2,3,72
15,85,7,82,2,4,67
21,72,5,73,1,3,67
25,77,7,70,0,5,68
17,88,7,94,2,3,71
25,99,9,74,1,3,73
13,96,5,69,2,3,68
29,74,8,68,0,4,69
20,100,8,64,0,2,69
16,60,7,70,3,4,63
18,61,6,56,3,3,62
25,93,5,53,0,5,70
16,68,10,77,1,3,66
16,62,7,73,3,3,62
19,69,7,59,2,2,64
13,77,10,55,2,3,63
31,89,7,57,1,2,71
17,85,10,66,1,1,67
25,70,5,73,2,1,67
21,80,7,60,1,2,67
14,97,5,88,2,3,71
20,93,7,60,0,3,69
25,73,7,56,2,4,93
19,99,6,100,1,1,72
27,88,7,72,1,1,71
26,62,6,59,1,3,63
26,61,7,95,0,3,65
17,67,6,62,0,3,61
14,89,9,96,2,3,66
16,67,5,56,1,2,61
21,80,7,92,1,3,67
23,64,5,59,3,5,64
7,97,6,97,3,2,69
20,74,6,79,1,2,64
21,96,7,59,2,2,70
18,98,7,92,2,4,73
28,60,5,70,0,5,63
23,79,6,87,2,4,68
28,61,6,82,0,3,64
19,96,5,86,3,3,69
26,81,9,67,3,2,69
30,63,5,97,2,2,67
28,64,7,78,3,4,69
13,75,10,54,1,3,62
18,98,9,53,0,1,66
18,88,8,87,2,2,68
23,95,7,92,1,1,71
24,75,8,85,1,2,66
15,62,8,64,2,4,62
20,99,9,61,1,4,68
8,61,7,78,0,3,59
29,98,9,60,0,4,70
17,75,7,69,1,4,66
20,60,10,81,3,3,65
18,88,7,64,0,4,66
27,99,5,69,2,2,73
3,99,7,68,2,3,65
20,66,8,73,0,3,65
19,67,9,84,0,3,64
17,83,6,89,0,4,69
30,85,4,83,2,3,74
15,90,8,51,2,2,68
25,67,8,95,0,4,65
22,98,5,79,2,5,72
28,86,7,96,2,4,71
16,94,7,98,0,4,69
16,82,8,73,3,1,67
27,77,6,96,0,3,71
23,99,6,68,1,3,68
11,83,7,63,3,2,63
17,95,5,54,2,2,69
22,98,10,73,1,4,68
25,87,8,84,2,4,73
16,82,6,99,3,2,69
3,60,5,76,0,4,58
23,62,5,87,1,3,65
13,68,8,95,2,4,63
8,67,5,77,1,2,59
3,70,7,58,0,2,58
25,72,4,92,1,2,66
21,74,8,79,0,4,67
19,77,8,88,3,3,67
28,64,7,83,2,4,67
24,62,7,53,0,6,65
30,87,8,58,1,1,71
12,81,7,64,2,3,66
20,78,8,64,2,2,68
10,85,5,92,0,4,65
19,93,8,80,1,3,71
19,77,7,54,2,4,64
24,86,9,69,1,3,72
20,98,7,78,4,2,69
24,94,7,63,1,3,70
24,77,6,52,0,4,66
33,86,9,69,0,3,70
18,67,4,73,0,2,62
14,82,8,95,1,3,66
21,99,7,95,2,1,70
15,81,7,75,1,1,63
29,97,7,74,1,4,73
18,76,7,82,2,4,70
17,100,8,63,1,5,71
17,83,6,64,1,4,65
24,62,7,50,1,2,64
19,83,8,54,1,4,66
16,71,6,59,1,3,82
30,61,8,82,2,3,68
15,93,8,61,1,4,67
20,71,6,56,5,5,68
24,92,5,81,2,3,69
10,72,6,83,0,4,63
23,68,7,53,3,3,66
14,99,7,89,0,2,68
25,74,9,80,4,3,71
14,84,6,70,2,3,69
24,84,6,99,1,2,70
27,82,8,51,3,2,70
25,97,6,77,1,4,73
22,87,6,58,0,4,68
19,76,6,66,1,3,65
17,94,4,57,4,4,72
29,67,8,83,2,4,67
16,82,8,70,4,4,68
14,98,8,99,0,3,69
24,85,10,83,1,4,70
15,93,9,96,1,2,69
14,86,6,62,1,2,68
11,94,9,66,2,2,65
17,98,7,68,1,4,70
20,71,6,92,1,4,65
21,67,6,61,0,3,61
26,79,7,97,1,2,69
23,88,7,52,0,4,67
19,69,9,94,1,3,65
19,60,8,73,3,3,63
23,74,6,76,0,4,67
28,99,5,100,6,5,76
21,88,8,94,0,3,70
17,76,8,95,1,4,67
14,68,9,79,2,4,66
11,74,7,98,1,2,65
24,67,8,84,0,1,65
23,64,8,91,2,3,63
23,96,5,86,3,3,74
19,100,7,89,2,3,72
28,67,8,82,1,4,68
17,62,8,86,2,4,62
26,73,7,72,1,3,65
20,78,10,85,1,3,69
16,68,10,64,2,2,61
24,72,7,82,2,4,67
22,68,7,76,1,4,66
22,91,8,95,1,2,70
20,89,7,84,5,3,72
20,85,9,80,3,3,69
34,75,5,66,0,3,68
27,96,7,93,2,2,74
24,99,8,53,1,3,70
21,67,9,95,1,4,67
26,69,5,83,4,2,68
23,81,6,59,2,1,69
20,64,4,95,4,4,66
18,77,6,66,3,3,66
20,83,5,58,1,3,68
1,81,8,66,1,2,60
21,73,7,98,0,4,69
17,82,7,88,1,1,66
30,98,7,96,1,3,77
20,68,9,65,1,5,63
13,86,5,54,3,3,66
20,62,4,78,1,4,64
14,63,8,74,1,4,63
23,82,6,86,0,4,68
22,64,5,77,1,2,65
26,61,8,70,1,4,65
15,67,4,50,0,1,64
20,83,6,73,0,3,68
12,88,4,56,0,2,62
24,68,7,96,1,3,67
23,87,9,96,1,1,73
23,67,6,90,2,3,69
20,85,6,58,0,2,65
22,76,10,57,1,3,66
30,86,8,78,4,2,73
18,100,10,86,1,3,72
21,98,7,95,3,1,72
13,60,7,95,1,1,61
15,95,9,58,2,3,69
21,63,7,100,1,2,66
27,98,7,58,1,3,74
18,71,4,92,1,4,64
19,75,10,79,1,2,66
18,64,8,84,2,3,64
17,64,7,80,3,4,66
22,89,8,93,2,5,72
11,98,5,82,1,2,71
28,84,6,92,1,3,70
16,89,8,58,2,3,67
24,90,7,93,1,2,71
12,71,8,100,2,3,63
24,62,7,83,1,2,64
24,60,8,99,2,1,64
22,74,5,61,1,3,65
14,70,9,91,2,4,65
21,62,6,58,2,3,62
13,67,7,76,2,5,65
18,65,6,83,1,2,64
26,97,7,83,2,3,74
25,66,7,84,2,1,67
20,82,8,66,0,2,66
14,84,8,99,3,4,70
24,82,8,50,0,2,68
20,64,6,81,0,1,64
6,73,8,93,0,1,58
25,62,7,95,1,4,65
20,76,7,86,2,5,68
27,68,8,79,2,1,64
13,82,5,73,4,4,66
1,88,4,72,3,2,92
22,81,9,71,2,4,69
22,77,7,85,2,2,68
10,75,8,87,2,4,63
14,94,6,76,0,3,64
37,69,9,87,1,2,68
18,89,8,76,0,2,67
24,90,7,55,1,2,68
16,77,7,93,1,2,66
7,72,4,94,4,4,66
19,79,8,63,4,2,68
18,64,9,89,1,3,64
18,62,7,76,2,3,63
19,64,7,56,0,4,62
22,67,7,70,2,2,66
19,80,9,54,0,2,65
12,94,9,89,1,3,66
23,69,6,60,2,4,66
8,97,8,58,2,2,69
8,98,7,60,1,3,67
24,98,8,61,6,3,75
23,94,6,84,0,3,73
20,75,9,82,0,5,66
12,63,8,56,4,4,61
16,83,9,86,5,4,68
18,82,5,67,1,4,67
10,94,5,73,1,3,66
16,100,10,56,1,2,69
24,80,9,85,3,4,69
29,74,6,69,1,1,67
17,67,8,82,0,4,65
25,60,6,71,2,2,63
9,80,4,52,1,2,63
24,82,4,85,1,2,66
15,93,7,78,0,4,66
22,80,9,72,2,4,69
19,97,9,60,3,4,72
28,85,9,81,2,3,70
15,94,8,64,2,1,68
24,66,7,71,1,3,66
18,94,9,53,3,3,67
19,87,4,89,0,5,68
19,67,8,55,0,4,62
15,68,5,95,1,2,64
20,97,6,93,1,1,71
20,61,8,99,0,4,65
21,79,8,95,0,2,69
21,73,6,99,1,5,65
25,87,8,94,0,4,71
26,94,8,56,1,2,69
14,74,7,72,2,3,65
25,77,7,54,2,1,66
13,99,10,77,0,3,68
24,91,7,76,0,2,72
24,96,7,96,1,3,74
9,78,7,98,3,2,64
21,69,7,63,0,3,64
17,76,8,79,1,4,63
15,89,9,73,2,2,66
28,64,7,77,1,2,67
16,71,6,77,4,5,64
15,62,10,96,0,4,62
20,77,7,95,0,1,66
24,93,4,56,4,2,71
19,61,10,67,1,6,63
27,87,9,88,1,4,72
23,97,9,84,1,3,71
7,69,9,82,1,3,61
17,88,10,100,1,2,71
17,99,5,67,2,4,69
23,98,6,76,3,3,74
4,69,6,99,0,2,61
35,64,6,85,2,2,68
23,66,7,82,1,2,67
21,88,6,58,3,4,70
27,89,5,62,0,3,69
34,87,6,69,3,2,72
25,73,7,73,1,2,66
26,67,9,75,2,3,67
21,83,6,95,4,2,70
19,79,8,55,3,4,68
17,89,5,62,2,2,68
15,78,4,57,2,2,65
16,74,7,87,0,3,63
12,72,6,99,0,4,62
20,68,6,95,0,4,66
10,71,6,86,1,2,62
21,64,6,51,0,3,61
20,74,6,67,0,4,63
21,61,6,93,3,3,65
17,67,5,83,3,3,64
38,90,4,60,2,4,74
28,73,4,73,2,2,70
13,87,10,54,2,2,63
21,89,7,76,3,2,68
16,83,9,95,2,2,69
14,98,7,52,1,4,70
12,61,7,81,2,3,62
23,90,7,62,3,2,71
16,98,8,100,2,1,69
26,94,5,53,0,2,69
26,67,6,81,4,3,68
28,73,7,63,0,2,65
15,67,4,94,1,5,65
23,84,9,56,1,4,65
24,88,9,71,2,3,72
17,73,4,59,2,4,63
15,82,6,90,2,2,68
30,88,7,68,1,3,72
21,77,8,59,3,2,66
24,94,9,86,2,3,71
15,91,6,91,0,3,67
13,63,10,73,2,3,61
17,85,7,69,4,2,70
19,69,7,82,2,3,64
14,82,8,83,0,2,64
20,98,7,83,0,3,68
10,95,7,64,4,3,70
13,76,10,97,4,3,65
24,72,7,61,3,2,67
24,69,6,69,0,4,65
18,81,6,64,1,4,65
14,65,9,97,3,4,65
14,82,8,91,1,2,66
18,60,5,91,2,4,62
24,73,5,50,1,2,63
26,69,7,84,0,3,63
17,99,8,62,3,3,70
13,89,6,98,0,4,67
22,74,4,77,0,3,66
15,64,5,78,2,2,63
17,81,9,68,1,3,66
28,69,8,77,3,4,67
25,81,9,87,1,1,68
21,93,9,78,1,2,67
12,85,6,82,1,2,66
21,85,6,74,2,4,71
26,82,7,86,0,2,69
18,97,8,95,1,2,72
28,97,9,53,0,3,70
28,81,10,55,2,3,68
30,72,8,84,1,1,68
22,78,8,69,2,2,67
24,67,10,64,1,2,62
28,85,7,59,1,3,67
23,80,9,79,1,2,69
17,64,8,67,3,3,64
17,68,8,75,2,3,66
21,79,7,98,2,1,69
12,96,5,88,0,2,70
19,83,8,90,3,3,69
27,87,8,56,3,3,72
7,74,6,66,1,2,61
29,83,7,55,2,4,68
27,78,6,98,1,3,68
17,86,6,84,0,3,66
23,62,6,51,5,2,65
20,80,5,74,2,4,66
27,72,6,63,1,5,67
26,73,8,77,0,2,68
12,98,9,59,1,2,67
24,67,10,53,0,3,63
19,72,6,66,0,2,64
20,80,9,65,1,3,66
16,95,8,86,0,4,69
30,77,7,74,3,3,70
26,90,8,65,3,2,72
16,94,9,79,2,5,71
12,72,6,54,3,2,63
18,76,6,83,1,4,68
23,74,6,57,1,3,67
21,93,6,64,2,4,69
28,62,9,64,1,2,65
25,72,6,73,4,4,69
26,87,6,98,0,4,71
22,83,7,66,2,3,67
12,77,7,64,2,4,64
19,82,6,58,2,3,68
26,68,10,70,1,3,67
20,77,6,59,1,2,62
23,80,7,57,2,2,68
18,96,4,93,0,4,72
14,70,7,53,0,3,61
19,95,5,86,0,4,67
22,86,6,60,0,3,70
16,61,4,51,1,3,59
19,89,6,90,0,4,70
14,61,7,85,1,1,60
27,100,7,67,1,3,74
18,95,6,54,0,3,68
29,72,7,68,0,3,67
29,70,6,59,2,4,67
20,75,7,97,0,2,66
14,74,7,76,1,2,63
7,75,7,98,1,3,62
11,73,7,68,3,3,64
12,85,6,78,3,4,68
